Arrival,date,ID,location,mass,svl,dead,sex,year,Day_of_the_year
Last,2022-04-28,BV_SH_3395,FT,22.73,62,0,m,2022,118
Last,2022-04-28,BV_SH_3396,FT,23.83,61,0,m,2022,118
Last,2022-04-28,BV_SH_3397,FT,22.2,62,0,m,2022,118
Last,2022-04-28,BV_SH_3398,FT,48.91,NA,0,m,2022,118
Last,2022-04-28,BV_SH_3399,FT,NA,NA,0,f,2022,118
Last,2022-04-28,BV_SH_3400,FT,56.78,NA,0,m,2022,118
Last,2022-04-28,BV_SH_3401,FT,NA,NA,0,f,2022,118
Last,2022-04-28,BV_SH_3402,FT,54.89,NA,0,m,2022,118
Last,2022-04-28,BV_SH_3403,FT,NA,NA,0,f,2022,118
Last,2022-04-28,BV_SH_3404,FT,NA,NA,0,f,2022,118
Last,2022-04-28,BV_SH_3405,FT,27.68,64,0,m,2022,118
Last,2022-04-28,BV_SH_3406,FT,27.75,70,0,m,2022,118
Last,2022-04-28,BV_SH_3407,FT,23.71,65,0,m,2022,118
Last,2022-04-28,BV_SH_3408,FT,23.96,61,0,m,2022,118
Last,2022-04-28,BV_SH_3409,FT,27.32,69,0,m,2022,118
Last,2022-04-28,BV_SH_3410,FT,23.32,66,0,m,2022,118
Last,2022-04-28,BV_SH_3413,FT,NA,NA,0,f,2022,118
Last,2022-04-28,BV_SH_3414,FT,46.91,NA,0,m,2022,118
Last,2022-04-28,BV_SH_3415,FT,NA,NA,0,u,2022,118
Last,2022-06-15,BV_SH_3416,FT,19.3,62,0,m,2022,166
Last,2022-04-28,BV_SH_3418,FT,20.41,60,0,m,2022,118
Last,2022-04-28,BV_SH_3419,FT,16.38,57,0,m,2022,118
Last,2022-04-28,BV_SH_3420,FT,36.33,74,0,m,2022,118
Last,2022-04-28,BV_SH_3421,FT,19.21,59,0,m,2022,118
Last,2022-07-08,BV_SH_3422,FT,20.52,63,0,m,2022,189
Last,2022-04-28,BV_SH_3423,FT,32,69,0,m,2022,118
Last,2022-04-28,BV_SH_3424,FT,17.79,62,0,m,2022,118
Last,2022-05-23,BV_SH_3427,FT,16.97,57,0,m,2022,143
Last,2022-05-23,BV_SH_3428,FT,22.06,63,0,m,2022,143
Last,2022-05-26,BV_SH_3429,FT,17.329999999999998,60,0,m,2022,146
Last,2022-06-19,BV_SH_3430,FT,18.82,60,0,m,2022,170
Last,2022-06-15,BV_SH_3431,FT,28.28,67,0,m,2022,166
Last,2022-05-23,BV_SH_3432,FT,27.71,69,0,m,2022,143
Last,2022-05-23,BV_SH_3433,FT,25.25,72,0,m,2022,143
Last,2022-05-26,BV_SH_3435,FT,17.649999999999999,61,0,m,2022,146
Last,2022-05-23,BV_SH_3437,FT,18.579999999999998,62,0,f,2022,143
Last,2022-07-12,BV_SH_3438,FT,21.08,60,0,m,2022,193
Last,2022-05-23,BV_SH_3440,FT,19.59,66,0,m,2022,143
Last,2022-05-23,BV_SH_3442,FT,20.28,62,0,m,2022,143
Last,2022-05-23,BV_SH_3443,FT,19.45,59,0,m,2022,143
Last,2022-05-23,BV_SH_3444,FT,NA,NA,0,f,2022,143
Last,2022-05-23,BV_SH_3445,FT,58.18,NA,0,m,2022,143
Last,2022-05-26,BV_SH_3451,FT,20.46,61,0,m,2022,146
Last,2022-05-26,BV_SH_3455,FT,26.27,65,0,m,2022,146
Last,2022-05-26,BV_SH_3458,FT,11.31,52,0,m,2022,146
Last,2022-05-26,BV_SH_3459,FT,24.57,65,0,m,2022,146
Last,2022-05-26,BV_SH_3462,FT,22.47,61,0,m,2022,146
Last,2022-05-26,BV_SH_3463,FT,18.690000000000001,60,0,m,2022,146
Last,2022-06-05,BV_SH_3478,FT,23.25,68,0,m,2022,156
Last,2022-07-06,BV_SH_3485,FT,26.46,61,0,m,2022,187
Last,2022-06-01,BV_SH_3495,FT,18.41,59,0,m,2022,152
Last,2022-06-01,BV_SH_3496,FT,27,64,0,f,2022,152
Last,2022-06-01,BV_SH_3497,FT,18.73,58,0,m,2022,152
Last,2022-06-19,BV_SH_3546,FT,24.52,67,0,m,2022,170
Last,2022-06-05,BV_SH_3547,FT,25.44,69,0,m,2022,156
Last,2022-06-05,BV_SH_3548,FT,24,67,0,m,2022,156
Last,2022-06-05,BV_SH_3553,FT,NA,NA,0,f,2022,156
Last,2022-06-15,BV_SH_3561,FT,28.52,69,0,m,2022,166
Last,2022-06-12,BV_SH_3562,FT,17.12,59,0,m,2022,163
Last,2022-06-19,BV_SH_3564,FT,16.82,59,0,m,2022,170
Last,2022-06-19,BV_SH_3565,FT,21.45,64,0,m,2022,170
Last,2022-06-12,BV_SH_3566,FT,25.11,71,0,m,2022,163
Last,2022-06-19,BV_SH_3567,FT,21.47,63,0,m,2022,170
Last,2022-06-19,BV_SH_3568,FT,16.82,62,0,m,2022,170
Last,2022-06-19,BV_SH_3569,FT,21.86,66,0,m,2022,170
Last,2022-06-12,BV_SH_3570,FT,19.489999999999998,63,0,m,2022,163
Last,2022-07-22,BV_SH_3571,FT,30.39,65,0,m,2022,203
Last,2022-06-12,BV_SH_3573,FT,24.8,66,0,m,2022,163
Last,2022-06-12,BV_SH_3574,FT,32.07,70,0,f,2022,163
Last,2022-06-12,BV_SH_3577,FT,22.51,59,0,m,2022,163
Last,2022-06-12,BV_SH_3578,FT,23.77,66,0,m,2022,163
Last,2022-06-19,BV_SH_3579,FT,21.64,62,0,m,2022,170
Last,2022-06-19,BV_SH_3580,FT,22.49,64,0,m,2022,170
Last,2022-06-19,BV_SH_3581,FT,13.8,52,0,m,2022,170
Last,2022-06-19,BV_SH_3582,FT,29.92,74,0,m,2022,170
Last,2022-06-12,BV_SH_3584,FT,NA,NA,0,f,2022,163
Last,2022-06-12,BV_SH_3585,FT,NA,NA,0,f,2022,163
Last,2022-06-12,BV_SH_3586,FT,NA,NA,0,f,2022,163
Last,2022-06-12,BV_SH_3587,FT,NA,NA,0,f,2022,163
Last,2022-06-12,BV_SH_3588,FT,NA,NA,0,f,2022,163
Last,2022-06-12,BV_SH_3589,FT,NA,NA,0,m,2022,163
Last,2022-06-12,BV_SH_3590,FT,NA,NA,0,m,2022,163
Last,2022-06-19,BV_SH_3593,FT,25.5,67,0,m,2022,170
Last,2022-06-15,BV_SH_3598,FT,23.53,60,0,m,2022,166
Last,2022-06-15,BV_SH_3599,FT,23.78,68,0,f,2022,166
Last,2022-06-19,BV_SH_3601,FT,18.36,60,0,m,2022,170
Last,2022-06-19,BV_SH_3602,FT,29.05,72,0,m,2022,170
Last,2022-06-15,BV_SH_3604,FT,23.62,63,0,m,2022,166
Last,2022-06-15,BV_SH_3605,FT,29.18,65,0,f,2022,166
Last,2022-06-15,BV_SH_3606,FT,17.260000000000002,61,0,m,2022,166
Last,2022-06-19,BV_SH_3607,FT,28.56,72,0,m,2022,170
Last,2022-06-15,BV_SH_3609,FT,19.579999999999998,61,0,m,2022,166
Last,2022-06-15,BV_SH_3610,FT,21.12,59,0,m,2022,166
Last,2022-06-19,BV_SH_3611,FT,17.03,55,0,m,2022,170
Last,2022-06-19,BV_SH_3614,FT,24.53,70,0,f,2022,170
Last,2022-07-08,BV_SH_3615,FT,21.49,64,0,m,2022,189
Last,2022-06-19,BV_SH_3616,FT,20.67,64,0,m,2022,170
Last,2022-06-19,BV_SH_3617,FT,22.78,65,0,m,2022,170
Last,2022-06-19,BV_SH_3618,FT,21.77,65,0,m,2022,170
Last,2022-06-19,BV_SH_3619,FT,12.32,57,0,m,2022,170
Last,2022-06-19,BV_SH_3620,FT,21.82,66,0,m,2022,170
Last,2022-06-19,BV_SH_3621,FT,27.38,66,0,m,2022,170
Last,2022-06-19,BV_SH_3622,FT,19.7,59,0,m,2022,170
Last,2022-06-19,BV_SH_3623,FT,24.6,66,0,m,2022,170
Last,2022-06-19,BV_SH_3624,FT,22.4,62,0,m,2022,170
Last,2022-06-19,BV_SH_3625,FT,16.27,60,0,m,2022,170
Last,2022-07-06,BV_SH_3627,FT,16.22,54,0,f,2022,187
Last,2022-07-08,BV_SH_3629,FT,18.010000000000002,55,0,m,2022,189
Last,2022-07-12,BV_SH_3630,FT,33.67,75,0,m,2022,193
Last,2022-07-06,BV_SH_3631,FT,21.28,68,0,m,2022,187
Last,2022-07-06,BV_SH_3633,FT,26.72,60,0,m,2022,187
Last,2022-07-18,BV_SH_3634,FT,25.9,63,0,m,2022,199
Last,2022-07-06,BV_SH_3635,FT,27.68,74,0,m,2022,187
Last,2022-07-12,BV_SH_3636,FT,27,69,0,m,2022,193
Last,2022-07-06,BV_SH_3637,FT,30.57,72,0,m,2022,187
Last,2022-07-18,BV_SH_3638,FT,23.3,62,0,m,2022,199
Last,2022-07-08,BV_SH_3639,FT,26,63,0,m,2022,189
Last,2022-07-28,BV_SH_3652,FT,28.6,68,0,f,2022,209
Last,2022-07-28,BV_SH_3653,FT,24.1,61,0,f,2022,209
Last,2022-07-26,BV_SH_3660,FT,14.8,55,0,m,2022,207
Last,2022-07-26,BV_SH_3662,FT,22.6,61,0,f,2022,207
Last,2022-07-28,BV_SH_3665,FT,21.2,60,0,m,2022,209
Last,2023-05-09,BV_SH_1458,FT W 1,22.8,60.5,0,m,2023,129
Last,2023-04-17,BV_SH_1466,FT W 3,26.97,60.8,0,m,2023,107
Last,2023-07-03,BV_SH_1508,FT L 4,17.41,58,0,m,2023,184
Last,2023-04-19,BV_SH_1513,FT L 1,31.34,68.2,0,m,2023,109
Last,2023-05-17,BV_SH_1554,FT L,NA,NA,0,f,2023,137
Last,2023-05-09,BV_SH_1790,FT L 1,23.65,62,0,m,2023,129
Last,2023-06-14,BV_SH_1812,FT L 2,21.11,62,0,m,2023,165
Last,2023-05-08,BV_SH_1859,FT W 3,25.59,63.5,0,m,2023,128
Last,2023-05-09,BV_SH_1874,FT L 2,22.23,59,0,m,2023,129
Last,2023-04-19,BV_SH_1914,FT L 1,34.729999999999997,69.900000000000006,0,m,2023,109
Last,2023-04-27,BV_SH_1940,FT W 3,28.26,66.900000000000006,0,m,2023,117
Last,2023-04-19,BV_SH_1987,FT W 2,29.05,67,0,m,2023,109
Last,2023-03-13,BV_SH_1989,FT L 4,30.5,66,0,m,2023,72
Last,2023-05-24,BV_SH_2014,FT W 1,17.55,59,0,m,2023,144
Last,2023-04-01,BV_SH_2035,FT L 2,23.05,64.900000000000006,0,m,2023,91
Last,2023-04-19,BV_SH_2041,FT W 2,28.04,69.2,0,m,2023,109
Last,2023-05-04,BV_SH_2058,FT W 1,31.63,70.5,0,m,2023,124
Last,2023-05-31,BV_SH_2124,FT L 1,18.52,62,0,m,2023,151
Last,2023-04-17,BV_SH_2145,FT W 1,28.66,63,0,m,2023,107
Last,2023-05-04,BV_SH_2156,FT W 2,24.18,63,0,m,2023,124
Last,2023-04-19,BV_SH_2275,FT W 2,22.57,58.1,0,m,2023,109
Last,2023-04-19,BV_SH_2296,FT L 1,24.74,68.599999999999994,0,m,2023,109
Last,2023-05-30,BV_SH_2303,FT L 1,20.88,61,0,m,2023,150
Last,2023-05-15,BV_SH_2305,FT W 2,28.82,61.5,0,m,2023,135
Last,2023-05-09,BV_SH_2415,FT W 1,22.58,56.5,0,m,2023,129
Last,2023-05-17,BV_SH_2429,FT L,NA,60,0,m,2023,137
Last,2023-05-30,BV_SH_3190,FT L 2,23.08,64,0,m,2023,150
Last,2023-04-19,BV_SH_3234,FT W 1,29.73,69,0,m,2023,109
Last,2023-04-19,BV_SH_3237,FT W 3,25.83,66,0,m,2023,109
Last,2023-04-10,BV_SH_3249,FT L 2,26.96,63,0,m,2023,100
Last,2023-05-09,BV_SH_3253,FT W 1,22.58,60.5,0,m,2023,129
Last,2023-05-15,BV_SH_3298,FT W 2,24.62,63,0,m,2023,135
Last,2023-04-27,BV_SH_3305,FT W 2,24.75,63.9,0,m,2023,117
Last,2023-05-31,BV_SH_3306,FT W 1,24.55,61.5,0,m,2023,151
Last,2023-05-09,BV_SH_3307,FT L 2,20.59,54.5,0,m,2023,129
Last,2023-05-15,BV_SH_3310,FT L 1,20.88,60,0,m,2023,135
Last,2023-05-15,BV_SH_3311,FT L 1,20.91,59,0,m,2023,135
Last,2023-05-15,BV_SH_3312,FT L 1,42.2,74,0,m,2023,135
Last,2023-04-13,BV_SH_3343,FT L 2,30.1,66.599999999999994,0,m,2023,103
Last,2023-05-24,BV_SH_3345,FT W 1,21.87,60,0,m,2023,144
Last,2023-05-31,BV_SH_3356,FT L 1,14.96,55.5,0,m,2023,151
Last,2023-05-31,BV_SH_3359,FT L 2,26.18,65,0,m,2023,151
Last,2023-05-15,BV_SH_3361,FT W 4,18.559999999999999,58,0,m,2023,135
Last,2023-04-19,BV_SH_3364,FT W 3,NA,NA,0,m,2023,109
Last,2023-04-19,BV_SH_3366,FT W 1,25.23,64,0,m,2023,109
Last,2023-06-14,BV_SH_3395,FT W 2,19.82,63,0,m,2023,165
Last,2023-05-17,BV_SH_3405,FT L,NA,67,0,m,2023,137
Last,2023-04-27,BV_SH_3415,FT W 2,23.68,63,0,u,2023,117
Last,2023-05-04,BV_SH_3416,FT W 3,24.29,62,0,m,2023,124
Last,2023-04-27,BV_SH_3430,FT W 2,19.14,59,0,m,2023,117
Last,2023-07-03,BV_SH_3432,FT L 2,26.4,63,0,m,2023,184
Last,2023-06-14,BV_SH_3440,FT W 3,21.15,64.5,0,m,2023,165
Last,2023-06-28,BV_SH_3443,FT W 3,21.41,59,0,m,2023,179
Last,2023-06-14,BV_SH_3455,FT L 4,20.350000000000001,61.5,0,m,2023,165
Last,2023-05-04,BV_SH_3462,FT W 2,21,60,0,m,2023,124
Last,2023-06-14,BV_SH_3513,FT W 2,26.96,66,0,m,2023,165
Last,2023-05-15,BV_SH_3546,FT W 3,22,64,0,m,2023,135
Last,2023-07-03,BV_SH_3551,FT L 4,22.32,57,0,m,2023,184
Last,2023-05-03,BV_SH_3553,FT W,45.1,72.5,0,f,2023,123
Last,2023-05-17,BV_SH_3566,FT L,NA,67,0,m,2023,137
Last,2023-05-30,BV_SH_3579,FT L 2,21.69,59,0,m,2023,150
Last,2023-05-09,BV_SH_3580,FT W 1,18.53,59,0,m,2023,129
Last,2023-05-15,BV_SH_3583,FT L 1,NA,NA,0,f,2023,135
Last,2023-06-05,BV_SH_3591,FT Umfeld,25.89,69,0,m,2023,156
Last,2023-04-13,BV_SH_3593,FT W 1,36.14,69.8,0,m,2023,103
Last,2023-04-26,BV_SH_3611,FT L 2,20.07,55.3,0,m,2023,116
Last,2023-05-17,BV_SH_3616,FT L,NA,61,0,m,2023,137
Last,2023-04-27,BV_SH_3620,FT W 2,24.26,61.5,0,m,2023,117
Last,2023-06-14,BV_SH_3638,FT W 2,20.96,60,0,m,2023,165
Last,2023-05-09,BV_SH_3644,FT W 1,16.55,52.5,0,m,2023,129
Last,2023-06-14,BV_SH_3660,FT W 2,18.78,55,0,m,2023,165
Last,2023-07-03,BV_SH_3662,FT L 4,26.17,60,0,f,2023,184
Last,2023-03-22,BV_SH_3669,FT L 2,23.49,64,0,m,2023,81
Last,2023-05-04,BV_SH_3671,FT W 1,22.94,60,0,m,2023,124
Last,2023-04-13,BV_SH_3673,FT L 1,27.53,68,0,m,2023,103
Last,2023-05-30,BV_SH_3674,FT L 1,21.72,60.5,0,m,2023,150
Last,2023-04-27,BV_SH_3675,FT W 1,18.350000000000001,60.5,0,m,2023,117
Last,2023-05-03,BV_SH_3676,FT L 2,19.91,60.8,0,m,2023,123
Last,2023-04-27,BV_SH_3682,FT W 4,21.86,61.2,0,m,2023,117
Last,2023-05-15,BV_SH_3684,FT L 1,20.69,60,0,m,2023,135
Last,2023-05-04,BV_SH_3685,FT W 4,24,61,0,m,2023,124
Last,2023-04-26,BV_SH_3687,FT L 2,18.73,56,0,f,2023,116
Last,2023-04-19,BV_SH_3688,FT W 3,21.33,60,0,m,2023,109
Last,2023-05-15,BV_SH_3690,FT W 3,18.32,57,0,m,2023,135
Last,2023-03-30,BV_SH_3691,FT L 3,25.61,57.6,0,m,2023,89
Last,2023-04-10,BV_SH_3693,FT L 2,NA,NA,0,f,2023,100
Last,2023-05-08,BV_SH_3694,FT W 2,23.12,59,0,m,2023,128
Last,2023-03-30,BV_SH_3696,FT L 2,23.09,58.4,0,m,2023,89
Last,2023-04-17,BV_SH_3697,FT L 1,NA,NA,0,f,2023,107
Last,2023-06-14,BV_SH_3698,FT W 4,17.88,55.5,0,m,2023,165
Last,2023-04-10,BV_SH_3700,FT L 2,NA,NA,0,f,2023,100
Last,2023-04-10,BV_SH_3701,FT L 2,NA,NA,0,m,2023,100
Last,2023-05-08,BV_SH_3702,FT W 3,18.5,59,0,m,2023,128
Last,2023-04-19,BV_SH_3703,FT L 1,21.78,60.8,0,m,2023,109
Last,2023-06-14,BV_SH_3705,FT W 4,18.87,58,0,m,2023,165
Last,2023-04-10,BV_SH_3706,FT L 2,NA,NA,0,f,2023,100
Last,2023-04-10,BV_SH_3707,FT L 2,NA,NA,0,m,2023,100
Last,2023-04-10,BV_SH_3708,FT L 2,NA,NA,0,f,2023,100
Last,2023-04-10,BV_SH_3709,FT L 2,NA,NA,0,m,2023,100
Last,2023-06-14,BV_SH_3713,FT W 3,18.690000000000001,59,0,m,2023,165
Last,2023-04-10,BV_SH_3716,FT L 1,23.73,59.8,0,f,2023,100
Last,2023-05-09,BV_SH_3717,FT W 1,17.57,57.5,0,m,2023,129
Last,2023-04-19,BV_SH_3718,FT W 3,NA,NA,0,f,2023,109
Last,2023-05-31,BV_SH_3719,FT L 1,20.329999999999998,64,0,m,2023,151
Last,2023-04-13,BV_SH_3747,FT L 2,NA,NA,0,f,2023,103
Last,2023-04-13,BV_SH_3748,FT L 2,20.83,60.5,0,m,2023,103
Last,2023-04-13,BV_SH_3749,FT L 1,32.630000000000003,68,0,m,2023,103
Last,2023-04-13,BV_SH_3750,FT L 1,23.73,61.9,0,m,2023,103
Last,2023-04-13,BV_SH_3751,FT W 1,21.42,60.5,0,m,2023,103
Last,2023-04-13,BV_SH_3752,FT L 4,NA,NA,0,f,2023,103
Last,2023-04-13,BV_SH_3753,FT L 4,NA,NA,0,m,2023,103
Last,2023-04-13,BV_SH_3754,FT L 1,NA,NA,0,f,2023,103
Last,2023-04-13,BV_SH_3755,FT L 1,NA,NA,0,m,2023,103
Last,2023-04-13,BV_SH_3756,FT L 3,22.76,61,0,m,2023,103
Last,2023-04-13,BV_SH_3757,FT W 2,29.04,70.8,0,m,2023,103
Last,2023-04-13,BV_SH_3758,FT W 1,25.56,59.7,0,m,2023,103
Last,2023-04-17,BV_SH_3862,FT L 1,NA,NA,0,f,2023,107
Last,2023-04-17,BV_SH_3863,FT L 2,NA,NA,0,f,2023,107
Last,2023-04-17,BV_SH_3864,FT L 2,NA,NA,0,m,2023,107
Last,2023-04-17,BV_SH_3865,FT W 1,33.36,74.400000000000006,0,m,2023,107
Last,2023-04-17,BV_SH_3866,FT W 1,22.76,60.3,0,m,2023,107
Last,2023-04-17,BV_SH_3867,FT W 1,21.51,66.900000000000006,0,m,2023,107
Last,2023-04-17,BV_SH_3868,FT W 3,27.19,69,0,m,2023,107
Last,2023-04-17,BV_SH_3869,FT W 3,24.37,58,0,m,2023,107
Last,2023-04-17,BV_SH_3870,FT W 4,31.09,64,0,m,2023,107
Last,2023-04-17,BV_SH_3871,FT W 4,20.04,59.1,0,m,2023,107
Last,2023-04-17,BV_SH_3872,FT W 4,23.49,65,0,m,2023,107
Last,2023-04-17,BV_SH_3873,FT W 4,23.11,64.099999999999994,0,m,2023,107
Last,2023-04-17,BV_SH_3874,FT W 4,18.75,57.5,0,m,2023,107
Last,2023-04-17,BV_SH_3875,FT W 1,21.68,63.2,0,m,2023,107
Last,2023-04-17,BV_SH_3876,FT W 1,25.36,64.7,0,m,2023,107
Last,2023-04-17,BV_SH_3877,FT L 2,22.13,60.1,0,m,2023,107
Last,2023-04-19,BV_SH_3880,FT W 2,21.72,60,0,m,2023,109
Last,2023-04-19,BV_SH_3883,FT L 1,23.3,58.3,0,m,2023,109
Last,2023-04-19,BV_SH_3884,FT L 1,26.56,63.1,0,m,2023,109
Last,2023-04-19,BV_SH_3885,FT L 1,29.42,65.3,0,m,2023,109
Last,2023-04-19,BV_SH_3888,FT W 3,25.42,62,0,m,2023,109
Last,2023-04-19,BV_SH_3890,FT L 4,27.31,66,0,m,2023,109
Last,2023-04-19,BV_SH_3891,FT L 1,24.7,66,0,m,2023,109
Last,2023-04-19,BV_SH_3893,FT L 1,17.32,59.3,0,m,2023,109
Last,2023-04-19,BV_SH_3894,FT L 1,29.36,71.400000000000006,0,f,2023,109
Last,2023-04-19,BV_SH_3895,FT L 1,22.8,63.3,0,m,2023,109
Last,2023-04-19,BV_SH_3898,FT W 4,29.27,65.8,0,m,2023,109
Last,2023-04-19,BV_SH_3900,FT W 1,27.82,68,0,m,2023,109
Last,2023-04-19,BV_SH_3904,FT W 3,21,64.400000000000006,0,m,2023,109
Last,2023-04-26,BV_SH_3962,FT W 3,23,62.4,0,m,2023,116
Last,2023-04-26,BV_SH_3968,FT W 1,18.510000000000002,60.4,0,m,2023,116
Last,2023-04-27,BV_SH_3969,FT W 1,16.78,59,0,m,2023,117
Last,2023-04-27,BV_SH_3970,FT W 1,31.79,72.900000000000006,0,m,2023,117
Last,2023-04-27,BV_SH_3974,FT W 4,19.600000000000001,58.4,0,m,2023,117
Last,2023-04-27,BV_SH_3975,FT W 3,22.11,61.8,0,m,2023,117
Last,2023-04-27,BV_SH_3976,FT W 3,17.2,61.9,0,m,2023,117
Last,2023-04-27,BV_SH_3979,FT W 2,22.86,61.4,0,m,2023,117
Last,2023-04-27,BV_SH_3985,FT W 4,28.57,64.8,0,m,2023,117
Last,2023-05-03,BV_SH_3989,FT L 2,18.64,54.2,0,m,2023,123
Last,2023-05-03,BV_SH_3990,FT L 2,21.78,63,0,m,2023,123
Last,2023-05-03,BV_SH_3992,FT L 2,31.04,71,0,m,2023,123
Last,2023-05-03,BV_SH_3994,FT W 2,21.7,60.8,0,m,2023,123
Last,2023-05-03,BV_SH_3995,FT W 2,29.41,70,0,m,2023,123
Last,2023-05-03,BV_SH_3996,FT W 2,27.55,68,0,m,2023,123
Last,2023-05-03,BV_SH_3998,FT W 1,28.28,65,0,m,2023,123
Last,2023-05-03,BV_SH_3999,FT W 1,29.63,70.5,0,m,2023,123
Last,2023-05-03,BV_SH_4000,FT W 1,22.11,61.5,0,m,2023,123
Last,2023-05-03,BV_SH_4001,FT W 1,22.16,60,0,m,2023,123
Last,2023-05-03,BV_SH_4002,FT W 1,20.72,64.5,0,m,2023,123
Last,2023-05-03,BV_SH_4003,FT W 1,22.86,60.5,0,m,2023,123
Last,2023-05-03,BV_SH_4004,FT W 1,47.76,73,0,m,2023,123
Last,2023-05-03,BV_SH_4005,FT W 1,26.87,66,0,m,2023,123
Last,2023-05-03,BV_SH_4006,FT W 1,21,61.5,0,m,2023,123
Last,2023-05-03,BV_SH_4008,FT W 4,18.07,61,0,m,2023,123
Last,2023-05-03,BV_SH_4009,FT W,19.3,57,0,m,2023,123
Last,2023-05-03,BV_SH_4010,FT W,22.3,63,0,m,2023,123
Last,2023-05-03,BV_SH_4011,FT W,26.3,67,0,m,2023,123
Last,2023-05-03,BV_SH_4012,FT W,20.3,60,0,m,2023,123
Last,2023-05-03,BV_SH_4013,FT W,23.4,63.5,0,m,2023,123
Last,2023-05-03,BV_SH_4014,FT W,25.5,67.7,0,m,2023,123
Last,2023-05-03,BV_SH_4015,FT W,24.7,64,0,m,2023,123
Last,2023-05-03,BV_SH_4017,FT W,NA,NA,0,f,2023,123
Last,2023-05-03,BV_SH_4018,FT W,NA,NA,0,m,2023,123
Last,2023-05-03,BV_SH_4019,FT W,NA,NA,0,f,2023,123
Last,2023-05-03,BV_SH_4023,FT W,28,64.400000000000006,0,m,2023,123
Last,2023-05-03,BV_SH_4024,FT W,33.799999999999997,70,0,m,2023,123
Last,2023-05-04,BV_SH_4028,FT W 2,22.8,60,0,m,2023,124
Last,2023-05-04,BV_SH_4029,FT W 2,21.53,61.5,0,m,2023,124
Last,2023-05-04,BV_SH_4030,FT W 2,20.260000000000002,58.5,0,m,2023,124
Last,2023-05-04,BV_SH_4031,FT W 2,28.96,68,0,m,2023,124
Last,2023-05-04,BV_SH_4034,FT W 1,46.16,73,0,m,2023,124
Last,2023-05-04,BV_SH_4035,FT W 3,NA,NA,0,f,2023,124
Last,2023-05-04,BV_SH_4036,FT W 3,17.510000000000002,54,0,m,2023,124
Last,2023-05-04,BV_SH_4037,FT W 3,24.48,66,0,m,2023,124
Last,2023-05-04,BV_SH_4038,FT W 3,18.75,58.5,0,m,2023,124
Last,2023-05-04,BV_SH_4040,FT W 3,23.8,62.5,0,m,2023,124
Last,2023-05-04,BV_SH_4041,FT W 3,22.36,60,0,m,2023,124
Last,2023-05-04,BV_SH_4043,FT W 2,26.29,64,0,m,2023,124
Last,2023-05-04,BV_SH_4044,FT W 1,18.64,56,0,m,2023,124
Last,2023-05-04,BV_SH_4046,FT W 1,27.75,64,0,m,2023,124
Last,2023-05-04,BV_SH_4047,FT W 1,19.579999999999998,60,0,m,2023,124
Last,2023-05-04,BV_SH_4050,FT W 1,34,70,0,m,2023,124
Last,2023-05-04,BV_SH_4053,FT W 3,17.57,57.5,0,m,2023,124
Last,2023-05-04,BV_SH_4054,FT W 4,26.26,63.5,0,m,2023,124
Last,2023-05-04,BV_SH_4055,FT W 4,28.86,69,0,m,2023,124
Last,2023-05-04,BV_SH_4056,FT W 4,17.11,60,0,m,2023,124
Last,2023-05-04,BV_SH_4057,FT W 4,25.21,65,0,m,2023,124
Last,2023-05-04,BV_SH_4058,FT W 4,20,56.5,0,m,2023,124
Last,2023-05-04,BV_SH_4059,FT W 4,28.51,66,0,m,2023,124
Last,2023-05-04,BV_SH_4060,FT W 4,23.22,64,0,m,2023,124
Last,2023-05-04,BV_SH_4061,FT W 2,26.91,60,0,f,2023,124
Last,2023-05-04,BV_SH_4062,FT W 2,27.08,66,0,m,2023,124
Last,2023-05-04,BV_SH_4063,FT W 2,24.1,60,0,m,2023,124
Last,2023-05-04,BV_SH_4064,FT W 2,22.34,61,0,m,2023,124
Last,2023-05-04,BV_SH_4065,FT W 2,20.18,61.5,0,m,2023,124
Last,2023-05-04,BV_SH_4066,FT W 3,18.420000000000002,59,0,m,2023,124
Last,2023-05-04,BV_SH_4067,FT W 3,20.6,65,0,m,2023,124
Last,2023-05-04,BV_SH_4068,FT W 4,27.73,62,0,m,2023,124
Last,2023-05-04,BV_SH_4069,FT W 4,21.23,62,0,m,2023,124
Last,2023-05-08,BV_SH_4072,FT L 1,25.46,63,0,m,2023,128
Last,2023-05-08,BV_SH_4073,FT W 2,NA,NA,0,f,2023,128
Last,2023-05-08,BV_SH_4074,FT W 2,NA,NA,0,m,2023,128
Last,2023-05-08,BV_SH_4075,FT W 2,20.76,61.5,0,m,2023,128
Last,2023-05-08,BV_SH_4076,FT W 2,23.23,60.5,0,m,2023,128
Last,2023-05-08,BV_SH_4078,FT W 2,21.81,61,0,m,2023,128
Last,2023-05-08,BV_SH_4079,FT W 2,21.68,59,0,m,2023,128
Last,2023-05-08,BV_SH_4080,FT W 3,19.04,53,0,m,2023,128
Last,2023-05-08,BV_SH_4081,FT W 3,20.170000000000002,58,0,m,2023,128
Last,2023-05-08,BV_SH_4082,FT W 3,21.48,62,0,m,2023,128
Last,2023-05-08,BV_SH_4085,FT W 1,43.1,70,0,m,2023,128
Last,2023-05-08,BV_SH_4087,FT W 1,26,62.5,0,m,2023,128
Last,2023-05-08,BV_SH_4088,FT W 1,24.06,62,0,m,2023,128
Last,2023-05-08,BV_SH_4090,FT W 4,22.6,63.5,0,m,2023,128
