Arrival,date,ID,location,mass,svl,dead,sex,year,Day_of_the_year
First,2023-05-04,BV_SH_4040,FT W 3,23.8,62.5,0,m,2023,124
First,2023-05-04,BV_SH_4041,FT W 3,22.36,60,0,m,2023,124
First,2023-05-04,BV_SH_4043,FT W 2,26.29,64,0,m,2023,124
First,2023-05-04,BV_SH_4044,FT W 1,18.64,56,0,m,2023,124
First,2023-05-04,BV_SH_4046,FT W 1,27.75,64,0,m,2023,124
First,2023-05-04,BV_SH_4047,FT W 1,19.579999999999998,60,0,m,2023,124
First,2023-05-04,BV_SH_4050,FT W 1,34,70,0,m,2023,124
First,2023-05-04,BV_SH_4053,FT W 3,17.57,57.5,0,m,2023,124
First,2023-05-04,BV_SH_4054,FT W 4,26.26,63.5,0,m,2023,124
First,2023-05-04,BV_SH_4055,FT W 4,28.86,69,0,m,2023,124
First,2023-05-04,BV_SH_4056,FT W 4,17.11,60,0,m,2023,124
First,2023-05-04,BV_SH_4057,FT W 4,25.21,65,0,m,2023,124
First,2023-05-04,BV_SH_4058,FT W 4,20,56.5,0,m,2023,124
First,2023-05-04,BV_SH_4059,FT W 4,28.51,66,0,m,2023,124
First,2023-05-04,BV_SH_4060,FT W 4,23.22,64,0,m,2023,124
First,2023-05-04,BV_SH_4061,FT W 2,26.91,60,0,f,2023,124
First,2023-05-04,BV_SH_4062,FT W 2,27.08,66,0,m,2023,124
First,2023-05-04,BV_SH_4063,FT W 2,24.1,60,0,m,2023,124
First,2023-05-04,BV_SH_4064,FT W 2,22.34,61,0,m,2023,124
First,2023-05-04,BV_SH_4065,FT W 2,20.18,61.5,0,m,2023,124
First,2023-05-04,BV_SH_4066,FT W 3,18.420000000000002,59,0,m,2023,124
First,2023-05-04,BV_SH_4067,FT W 3,20.6,65,0,m,2023,124
First,2023-05-04,BV_SH_4068,FT W 4,27.73,62,0,m,2023,124
First,2023-05-04,BV_SH_4069,FT W 4,21.23,62,0,m,2023,124
First,2023-05-08,BV_SH_4072,FT L 1,25.46,63,0,m,2023,128
First,2023-05-08,BV_SH_4073,FT W 2,NA,NA,0,f,2023,128
First,2023-05-08,BV_SH_4074,FT W 2,NA,NA,0,m,2023,128
First,2023-05-08,BV_SH_4075,FT W 2,20.76,61.5,0,m,2023,128
First,2023-05-08,BV_SH_4076,FT W 2,23.23,60.5,0,m,2023,128
First,2023-05-08,BV_SH_4078,FT W 2,21.81,61,0,m,2023,128
First,2023-05-08,BV_SH_4079,FT W 2,21.68,59,0,m,2023,128
First,2023-05-08,BV_SH_4080,FT W 3,19.04,53,0,m,2023,128
First,2023-05-08,BV_SH_4081,FT W 3,20.170000000000002,58,0,m,2023,128
First,2023-05-08,BV_SH_4082,FT W 3,21.48,62,0,m,2023,128
First,2023-05-08,BV_SH_4085,FT W 1,43.1,70,0,m,2023,128
First,2023-05-08,BV_SH_4087,FT W 1,26,62.5,0,m,2023,128
First,2023-05-08,BV_SH_4088,FT W 1,24.06,62,0,m,2023,128
First,2023-05-08,BV_SH_4090,FT W 4,22.6,63.5,0,m,2023,128
First,2023-05-08,BV_SH_4091,FT W 4,16.84,58,0,m,2023,128
First,2023-05-08,BV_SH_4094,FT W 1,27.91,67,0,m,2023,128
First,2023-05-08,BV_SH_4095,FT W 1,19.760000000000002,57.5,0,m,2023,128
First,2023-05-08,BV_SH_4096,FT W 2,25.83,63,0,m,2023,128
First,2023-05-08,BV_SH_4097,FT W 3,24.77,66,0,m,2023,128
First,2023-05-09,BV_SH_4099,FT L 2,15.54,53.5,0,m,2023,129
First,2023-05-09,BV_SH_4100,FT L 2,18.87,59,0,m,2023,129
First,2023-05-09,BV_SH_4103,FT L 2,19.47,59.5,0,m,2023,129
First,2023-05-09,BV_SH_4104,FT L 2,45.37,72,0,m,2023,129
First,2023-05-09,BV_SH_4105,FT L 3,21.91,63,0,f,2023,129
First,2023-05-09,BV_SH_4106,FT L 3,23.75,63,0,m,2023,129
First,2023-05-09,BV_SH_4108,FT W 3,20.14,59,0,m,2023,129
First,2023-05-09,BV_SH_4109,FT W 3,18.86,55.5,0,m,2023,129
First,2023-05-09,BV_SH_4111,FT W 3,19.45,58,0,m,2023,129
First,2023-05-09,BV_SH_4112,FT W 4,25.31,65,0,m,2023,129
First,2023-05-09,BV_SH_4113,FT W 4,19.350000000000001,53,0,m,2023,129
First,2023-05-09,BV_SH_4114,FT W 4,27,67,0,m,2023,129
First,2023-05-09,BV_SH_4115,FT W 4,25.2,63,0,m,2023,129
First,2023-05-09,BV_SH_4116,FT W 4,20.61,58,0,m,2023,129
First,2023-05-09,BV_SH_4118,FT W 4,24.25,65,0,m,2023,129
First,2023-05-09,BV_SH_4119,FT W 1,18.48,57.5,0,m,2023,129
First,2023-05-09,BV_SH_4121,FT W 1,23.4,65,0,m,2023,129
First,2023-05-09,BV_SH_4122,FT W 1,22.36,62.5,0,m,2023,129
First,2023-05-09,BV_SH_4124,FT W 1,18.7,55,0,m,2023,129
First,2023-05-09,BV_SH_4126,FT W 3,26.56,62,0,m,2023,129
First,2023-05-09,BV_SH_4127,FT W 4,21.78,60,0,m,2023,129
First,2023-05-09,BV_SH_4128,FT W 1,20.34,58.5,0,m,2023,129
First,2023-05-09,BV_SH_4129,FT W 1,21.84,60.5,0,m,2023,129
First,2023-05-15,BV_SH_4130,FT L 1,NA,NA,0,m,2023,135
First,2023-05-15,BV_SH_4134,FT L 1,20.059999999999999,60.5,0,m,2023,135
First,2023-05-15,BV_SH_4136,FT L 1,23.4,62.5,0,m,2023,135
First,2023-05-15,BV_SH_4139,FT W 2,19.59,58,0,m,2023,135
First,2023-05-15,BV_SH_4145,FT W 3,25.54,67.5,0,m,2023,135
First,2023-05-15,BV_SH_4146,FT W 3,19.43,54,0,m,2023,135
First,2023-05-15,BV_SH_4148,FT L 2,35.549999999999997,66,0,f,2023,135
First,2023-05-15,BV_SH_4149,FT L 4,16.2,51,0,f,2023,135
First,2023-05-15,BV_SH_4150,FT W 4,26.49,65,0,m,2023,135
First,2023-05-15,BV_SH_4151,FT W 4,17.079999999999998,60,0,m,2023,135
First,2023-05-15,BV_SH_4152,FT W 4,17.899999999999999,54,0,m,2023,135
First,2023-05-15,BV_SH_4154,FT W 4,18.649999999999999,60,0,m,2023,135
First,2023-05-15,BV_SH_4155,FT W 1,24.82,62,0,m,2023,135
First,2023-05-15,BV_SH_4156,FT W 2,20.59,63,0,m,2023,135
First,2023-05-15,BV_SH_4157,FT W 2,17.28,54,0,m,2023,135
First,2023-05-17,BV_SH_4215,FT L,NA,NA,0,m,2023,137
First,2023-05-17,BV_SH_4216,FT L,NA,NA,0,f,2023,137
First,2023-05-17,BV_SH_4217,FT L,NA,NA,0,m,2023,137
First,2023-05-17,BV_SH_4218,FT L,NA,NA,0,f,2023,137
First,2023-05-17,BV_SH_4219,FT L,NA,NA,0,m,2023,137
First,2023-05-17,BV_SH_4220,FT L,NA,NA,0,m,2023,137
First,2023-05-17,BV_SH_4221,FT L,NA,NA,0,f,2023,137
First,2023-05-17,BV_SH_4222,FT L,NA,NA,0,m,2023,137
First,2023-05-17,BV_SH_4223,FT L,NA,NA,0,f,2023,137
First,2023-05-17,BV_SH_4224,FT L,20.399999999999999,55.8,0,m,2023,137
First,2023-05-17,BV_SH_4226,FT L,21,59,0,m,2023,137
First,2023-05-17,BV_SH_4228,FT L,NA,65.5,0,m,2023,137
First,2023-05-17,BV_SH_4229,FT L,NA,66,0,m,2023,137
First,2023-05-17,BV_SH_4230,FT L,NA,64,0,m,2023,137
First,2023-05-17,BV_SH_4232,FT L,NA,52.7,0,m,2023,137
First,2023-05-17,BV_SH_4233,FT L,NA,64,0,m,2023,137
First,2023-05-24,BV_SH_4234,FT L 2,27.07,64,0,m,2023,144
First,2023-05-24,BV_SH_4235,FT W 2,22.28,61,0,m,2023,144
First,2023-05-24,BV_SH_4236,FT L 3,20.23,57,0,m,2023,144
First,2023-05-24,BV_SH_4238,FT W 2,18.54,62,0,m,2023,144
First,2023-05-24,BV_SH_4239,FT W 2,18.41,56,0,m,2023,144
First,2023-05-24,BV_SH_4240,FT W 2,23.41,61,0,m,2023,144
First,2023-05-24,BV_SH_4241,FT W 3,12.86,53.5,0,m,2023,144
First,2023-05-24,BV_SH_4243,FT W 3,19.670000000000002,60,0,m,2023,144
First,2023-05-24,BV_SH_4247,FT W 1,28.81,66,0,m,2023,144
First,2023-05-24,BV_SH_4248,FT W 1,21.42,61,0,m,2023,144
First,2023-05-30,BV_SH_4249,FT L 2,21.9,63.5,0,m,2023,150
First,2023-05-30,BV_SH_4250,FT L 2,24.51,61,0,m,2023,150
First,2023-05-30,BV_SH_4251,FT L 2,19.420000000000002,60,0,m,2023,150
First,2023-05-30,BV_SH_4252,FT L 2,16.63,57,0,m,2023,150
First,2023-05-30,BV_SH_4255,FT L 3,17.739999999999998,59,0,m,2023,150
First,2023-05-30,BV_SH_4257,FT W 1,18.850000000000001,61,0,m,2023,150
First,2023-05-30,BV_SH_4258,FT W 1,21.67,61,0,m,2023,150
First,2023-05-30,BV_SH_4259,FT W 1,17.68,59.5,0,m,2023,150
First,2023-05-30,BV_SH_4260,FT L 1,24,64,0,m,2023,150
First,2023-05-30,BV_SH_4261,FT L 1,22,61,0,m,2023,150
First,2023-05-30,BV_SH_4262,FT L 1,17.38,61,0,m,2023,150
First,2023-05-30,BV_SH_4263,FT L 1,25.96,67,0,m,2023,150
First,2023-05-30,BV_SH_4264,FT W 1,22.42,59,0,m,2023,150
First,2023-05-30,BV_SH_4265,FT W 1,26.42,64,0,m,2023,150
First,2023-05-31,BV_SH_4267,FT L 2,18.29,54.5,0,m,2023,151
First,2023-05-31,BV_SH_4269,FT L 2,14.67,56.5,0,m,2023,151
First,2023-05-31,BV_SH_4270,FT L 2,18.87,61,0,m,2023,151
First,2023-05-31,BV_SH_4271,FT L 2,22.22,60.5,0,m,2023,151
First,2023-05-31,BV_SH_4272,FT L 2,19.55,61,0,m,2023,151
First,2023-05-31,BV_SH_4273,FT L 2,21.58,61,0,m,2023,151
First,2023-05-31,BV_SH_4276,FT L 1,20.51,60.5,0,m,2023,151
First,2023-05-31,BV_SH_4278,FT L 1,25.21,63.5,0,m,2023,151
First,2023-05-31,BV_SH_4280,FT L 1,22.25,59,0,m,2023,151
First,2023-05-31,BV_SH_4281,FT L 1,13.82,53,0,m,2023,151
First,2023-05-31,BV_SH_4283,FT L 2,20.2,60.5,0,f,2023,151
First,2023-05-31,BV_SH_4284,FT L 2,21.78,57,0,m,2023,151
First,2023-06-05,BV_SH_4292,FT Pool,17.329999999999998,64.099999999999994,0,m,2023,156
First,2023-06-05,BV_SH_4293,FT Pool,18.329999999999998,63.7,0,m,2023,156
First,2023-06-05,BV_SH_4294,FT Pool,22.08,65.900000000000006,0,m,2023,156
First,2023-06-05,BV_SH_4295,FT Umfeld,21.5,64.8,0,m,2023,156
First,2023-06-05,BV_SH_4296,FT Umfeld,31.14,70.2,0,f,2023,156
First,2023-06-05,BV_SH_4297,FT Umfeld,26.57,67.5,0,m,2023,156
First,2023-06-05,BV_SH_4298,FT Umfeld,24.96,66.400000000000006,0,f,2023,156
First,2023-06-14,BV_SH_4304,FT L 3,16.100000000000001,55,0,m,2023,165
First,2023-06-14,BV_SH_4309,FT L 4,15.08,53,0,f,2023,165
First,2023-06-14,BV_SH_4310,FT L 4,20.77,62,0,m,2023,165
First,2023-06-14,BV_SH_4312,FT W 2,16.8,56.5,0,m,2023,165
First,2023-06-14,BV_SH_4314,FT W 2,23.71,62,0,m,2023,165
First,2023-06-14,BV_SH_4316,FT W 2,17.920000000000002,62.5,0,m,2023,165
First,2023-06-14,BV_SH_4317,FT W 2,16.41,60,0,m,2023,165
First,2023-06-14,BV_SH_4318,FT W 4,12.59,52,0,m,2023,165
First,2023-06-14,BV_SH_4319,FT W 4,19.63,60,0,m,2023,165
First,2023-06-14,BV_SH_4320,FT W 4,24.81,59,0,m,2023,165
First,2023-06-14,BV_SH_4321,FT W 4,25.69,63,0,m,2023,165
First,2023-06-14,BV_SH_4322,FT W 4,33.5,67,0,m,2023,165
First,2023-06-14,BV_SH_4324,FT W 4,19.8,62,0,m,2023,165
First,2023-06-14,BV_SH_4325,FT W 4,23.56,66.5,0,m,2023,165
First,2023-06-14,BV_SH_4326,FT W 4,19.75,58,0,f,2023,165
First,2023-06-14,BV_SH_4328,FT W 3,21.72,60,0,m,2023,165
First,2023-06-14,BV_SH_4329,FT W 3,16.72,58,0,m,2023,165
First,2023-06-14,BV_SH_4330,FT W 3,21.06,59,0,m,2023,165
First,2023-06-14,BV_SH_4331,FT W 3,31.23,66,0,m,2023,165
First,2023-06-14,BV_SH_4333,FT W 3,23.87,59,0,m,2023,165
First,2023-06-14,BV_SH_4334,FT W 3,16.66,55,0,m,2023,165
First,2023-06-25,BV_SH_4336,FT L 2,19.809999999999999,58,0,m,2023,176
First,2023-06-25,BV_SH_4337,FT L 2,15.42,55,0,m,2023,176
First,2023-06-25,BV_SH_4339,FT L 3,13.22,55.5,0,m,2023,176
First,2023-06-25,BV_SH_4341,FT L 3,19.8,60.5,0,m,2023,176
First,2023-06-25,BV_SH_4343,FT L 1,20.87,59,0,m,2023,176
First,2023-06-25,BV_SH_4344,FT L 2,26.6,62,0,m,2023,176
First,2023-06-28,BV_SH_4354,FT L 3,27.37,58,0,m,2023,179
First,2023-06-28,BV_SH_4356,FT W 3,26.3,67,0,m,2023,179
First,2023-06-28,BV_SH_4357,FT W 3,20.309999999999999,58,0,m,2023,179
First,2023-06-28,BV_SH_4358,FT L 3,13.54,55,0,m,2023,179
First,2023-07-03,BV_SH_4361,FT L 2,23.5,60,0,m,2023,184
First,2023-07-03,BV_SH_4362,FT L 4,21.47,60,0,m,2023,184
First,2023-07-03,BV_SH_4363,FT L 4,25.41,60,0,m,2023,184
First,2023-07-03,BV_SH_4364,FT L 4,11.8,53,0,m,2023,184
First,2023-08-10,BV_SH_4374,FT,NA,NA,0,m,2023,222
First,2023-08-10,BV_SH_4375,FT,NA,NA,0,m,2023,222
First,2023-08-10,BV_SH_4376,FT,NA,NA,0,m,2023,222
Last,2021-06-28,BV_SH_0562,T3,17.170000000000002,59.96,0,m,2021,179
Last,2021-05-10,BV_SH_0656,T1,35.31,68.45,0,f,2021,130
Last,2021-05-10,BV_SH_0948,S16,26.11,68.680000000000007,0,m,2021,130
Last,2021-06-10,BV_SH_1134,T6,15.75,55.18,0,m,2021,161
Last,2021-04-29,BV_SH_1219,T1,29,68.86,0,m,2021,119
Last,2021-04-29,BV_SH_1222,T1,15.15,56.58,0,m,2021,119
Last,2021-06-22,BV_SH_1357,T4,21.78,62.2,0,m,2021,173
Last,2021-04-29,BV_SH_1441,T1,25.19,67,0,m,2021,119
Last,2021-05-10,BV_SH_1447,T3,20.58,63.74,0,m,2021,130
Last,2021-04-29,BV_SH_1451,T4,20.68,65.959999999999994,0,m,2021,119
Last,2021-06-28,BV_SH_1458,T4,18.8,58.97,0,m,2021,179
Last,2021-05-13,BV_SH_1461,T1,20.96,64.739999999999995,0,m,2021,133
Last,2021-04-29,BV_SH_1466,T6,20.85,60.01,0,m,2021,119
Last,2021-05-10,BV_SH_1487,T5,18,58.34,0,m,2021,130
Last,2021-05-20,BV_SH_1501,T3,19.37,58.73,0,m,2021,140
Last,2021-05-26,BV_SH_1507,T1,19.53,64.12,0,m,2021,146
Last,2021-06-10,BV_SH_1508,T6,13.2,56.67,0,m,2021,161
Last,2021-06-10,BV_SH_1513,T,25.3,63,0,m,2021,161
Last,2021-07-16,BV_SH_1535,T,28,72,0,m,2021,197
Last,2021-06-15,BV_SH_1578,T3,17.75,56.26,0,m,2021,166
Last,2021-06-22,BV_SH_1585,T4,25.51,64.430000000000007,0,m,2021,173
Last,2021-05-10,BV_SH_1596,T4,20.21,58.98,0,m,2021,130
Last,2021-05-10,BV_SH_1597,T1,20.82,64.77,0,f,2021,130
Last,2021-04-29,BV_SH_1601,S15,26,59.91,0,f,2021,119
Last,2021-05-04,BV_SH_1611,T3,21.1,61.12,0,m,2021,124
Last,2021-06-03,BV_SH_1629,T4,16.8,59.23,0,m,2021,154
Last,2021-07-15,BV_SH_1658,T3,23.52,60.16,0,m,2021,196
Last,2021-06-10,BV_SH_1771,T3,14.87,57.27,0,m,2021,161
Last,2021-06-03,BV_SH_1772,T4,25.57,66.09,0,m,2021,154
Last,2021-04-29,BV_SH_1773,T4,29.11,73.489999999999995,0,m,2021,119
Last,2021-04-26,BV_SH_1774,T1,23.82,65.69,0,m,2021,116
Last,2021-05-04,BV_SH_1775,T4,21.68,62.34,0,m,2021,124
Last,2021-04-29,BV_SH_1777,T1,20.84,67.98,0,m,2021,119
Last,2021-04-26,BV_SH_1779,T3,24.42,63.2,0,m,2021,116
Last,2021-03-31,BV_SH_1780,T5,23.6,62.09,0,m,2021,90
Last,2021-04-20,BV_SH_1783,S15,21.71,63.68,0,m,2021,110
Last,2021-04-29,BV_SH_1784,T4,30.61,68.819999999999993,0,m,2021,119
Last,2021-06-10,BV_SH_1785,T3,16.2,58.1,0,m,2021,161
Last,2021-04-20,BV_SH_1786,T1,23.64,64.14,0,m,2021,110
Last,2021-04-20,BV_SH_1789,T4,27.16,65.92,0,m,2021,110
Last,2021-07-15,BV_SH_1790,T3,21.66,62.08,0,m,2021,196
Last,2021-04-29,BV_SH_1791,T4,23.55,60.47,0,f,2021,119
Last,2021-05-20,BV_SH_1792,T1,22.44,60.45,0,m,2021,140
Last,2021-05-20,BV_SH_1793,T4,22.1,62.17,0,m,2021,140
Last,2021-04-20,BV_SH_1794,T6,NA,NA,0,f,2021,110
Last,2021-04-29,BV_SH_1801,T2,21.12,62.18,0,m,2021,119
Last,2021-04-26,BV_SH_1802,T3,22.46,66.59,0,m,2021,116
Last,2021-04-20,BV_SH_1803,T4,19.09,56.89,0,m,2021,110
Last,2021-04-29,BV_SH_1804,T1,24.3,69.099999999999994,0,m,2021,119
Last,2021-04-29,BV_SH_1806,T6,22.73,67.13,0,m,2021,119
Last,2021-06-10,BV_SH_1807,T5,19.66,62.3,0,m,2021,161
Last,2021-05-13,BV_SH_1808,T6,20.52,59.37,0,m,2021,133
Last,2021-05-10,BV_SH_1810,T5,20.14,61.58,0,m,2021,130
Last,2021-04-29,BV_SH_1811,T3,18.7,57.92,0,m,2021,119
Last,2021-05-10,BV_SH_1812,T1,17.579999999999998,57.63,0,m,2021,130
Last,2021-04-25,BV_SH_1813,T1,21.17,61.91,0,m,2021,115
Last,2021-05-13,BV_SH_1814,T1,24.74,62.37,0,m,2021,133
Last,2021-04-25,BV_SH_1815,T1,23.03,62.07,0,m,2021,115
Last,2021-04-29,BV_SH_1816,T1,22.32,65.11,0,m,2021,119
Last,2021-04-25,BV_SH_1818,T1,NA,NA,0,m,2021,115
Last,2021-07-15,BV_SH_1820,T4,23.04,60.27,0,m,2021,196
Last,2021-05-10,BV_SH_1823,T5,19.850000000000001,61.24,0,m,2021,130
Last,2021-05-13,BV_SH_1824,T5,29.21,66.23,0,m,2021,133
Last,2021-06-22,BV_SH_1825,T4,24.74,67.88,0,m,2021,173
Last,2021-06-03,BV_SH_1826,T3,15.79,58.62,0,m,2021,154
Last,2021-05-04,BV_SH_1827,T4,29.52,66.22,0,m,2021,124
Last,2021-05-10,BV_SH_1828,T4,NA,NA,0,m,2021,130
Last,2021-05-26,BV_SH_1829,T6,19.899999999999999,60.26,0,m,2021,146
Last,2021-05-26,BV_SH_1830,T1,24.02,66.05,0,m,2021,146
Last,2021-04-29,BV_SH_1831,T6,19.07,61.59,0,m,2021,119
Last,2021-04-26,BV_SH_1832,T3,19.62,57.8,0,m,2021,116
Last,2021-04-29,BV_SH_1833,T6,24.36,65.680000000000007,0,m,2021,119
Last,2021-04-26,BV_SH_1834,T3,29.64,66.14,0,m,2021,116
Last,2021-06-10,BV_SH_1835,T4,11.8,55.89,0,m,2021,161
Last,2021-04-29,BV_SH_1836,T6,NA,NA,0,m,2021,119
Last,2021-06-03,BV_SH_1837,T4,18.52,57.14,0,m,2021,154
Last,2021-06-22,BV_SH_1839,T4,16.11,55.94,0,m,2021,173
Last,2021-04-29,BV_SH_1841,S15,25.69,63.58,0,m,2021,119
Last,2021-04-29,BV_SH_1842,T1,20.190000000000001,66.680000000000007,0,m,2021,119
Last,2021-04-29,BV_SH_1843,S15,33.619999999999997,70.260000000000005,0,f,2021,119
Last,2021-05-10,BV_SH_1849,T4,12.23,53.15,0,m,2021,130
Last,2021-04-29,BV_SH_1850,T1,23,63.62,0,m,2021,119
Last,2021-05-04,BV_SH_1851,S16,NA,NA,0,m,2021,124
Last,2021-04-29,BV_SH_1852,T4,25.55,64.95,0,f,2021,119
Last,2021-05-04,BV_SH_1854,T4,21.14,64.900000000000006,0,m,2021,124
Last,2021-04-29,BV_SH_1855,T4,26.56,63.86,0,f,2021,119
Last,2021-05-10,BV_SH_1857,T6,18.43,57.83,0,m,2021,130
Last,2021-05-13,BV_SH_1859,T5,25,65.98,0,m,2021,133
Last,2021-04-29,BV_SH_1860,T6,17.71,60.05,0,m,2021,119
Last,2021-05-10,BV_SH_1865,T2,16.72,60.46,0,m,2021,130
Last,2021-07-16,BV_SH_1869,T,21.9,62,0,m,2021,197
Last,2021-05-04,BV_SH_1871,T5,NA,NA,0,m,2021,124
Last,2021-05-10,BV_SH_1873,T4,17.18,60.83,0,m,2021,130
Last,2021-05-10,BV_SH_1874,S16,15.52,56.9,0,m,2021,130
Last,2021-05-26,BV_SH_1877,T6,16.75,60.85,0,m,2021,146
Last,2021-05-20,BV_SH_1880,T3,21.07,58.27,0,m,2021,140
Last,2021-04-29,BV_SH_1881,S15,18.55,60.34,0,m,2021,119
Last,2021-04-29,BV_SH_1882,S15,NA,NA,0,f,2021,119
Last,2021-04-29,BV_SH_1883,T4,NA,NA,0,f,2021,119
Last,2021-04-29,BV_SH_1886,T4,22.18,64.94,0,m,2021,119
Last,2021-04-29,BV_SH_1888,T4,25.44,65.66,0,m,2021,119
Last,2021-04-29,BV_SH_1890,T4,23.37,64.92,0,m,2021,119
Last,2021-05-10,BV_SH_1892,T6,18.41,58.36,0,m,2021,130
Last,2021-05-26,BV_SH_1893,T1,20.079999999999998,62.74,0,m,2021,146
Last,2021-06-15,BV_SH_1894,T1,20.149999999999999,62.58,0,m,2021,166
Last,2021-04-29,BV_SH_1896,T4,NA,NA,0,f,2021,119
Last,2021-04-29,BV_SH_1897,T4,NA,NA,0,f,2021,119
Last,2021-05-26,BV_SH_1898,T1,21.35,61.81,0,m,2021,146
Last,2021-04-29,BV_SH_1899,T6,21.13,65.180000000000007,0,m,2021,119
Last,2021-06-15,BV_SH_1900,T4,14.72,55.03,0,m,2021,166
Last,2021-04-29,BV_SH_1901,T6,NA,NA,0,f,2021,119
Last,2021-05-04,BV_SH_1906,T3,20.36,63.97,0,m,2021,124
Last,2021-06-10,BV_SH_1907,T6,16.350000000000001,55.35,0,m,2021,161
Last,2021-07-16,BV_SH_1911,T,25.1,64,0,m,2021,197
Last,2021-06-22,BV_SH_1912,T3,20.3,60.69,0,m,2021,173
Last,2021-06-28,BV_SH_1913,T4,17.11,60.54,0,m,2021,179
Last,2021-05-04,BV_SH_1914,T4,28.49,68.760000000000005,0,m,2021,124
Last,2021-05-04,BV_SH_1915,T4,31.6,70.63,0,m,2021,124
Last,2021-05-20,BV_SH_1916,T5,18.28,59.95,0,m,2021,140
Last,2021-05-10,BV_SH_1917,T6,18.559999999999999,59.18,0,m,2021,130
Last,2021-05-04,BV_SH_1919,S16,NA,NA,0,f,2021,124
Last,2021-05-10,BV_SH_1920,T6,23.31,64.010000000000005,0,m,2021,130
Last,2021-05-10,BV_SH_1921,S15,15.91,58.87,0,f,2021,130
Last,2021-05-13,BV_SH_1922,T1,21.21,61.28,0,m,2021,133
Last,2021-05-04,BV_SH_1923,S16,NA,NA,0,f,2021,124
Last,2021-05-04,BV_SH_1924,S16,NA,NA,0,m,2021,124
Last,2021-05-04,BV_SH_1925,S16,NA,NA,0,f,2021,124
Last,2021-05-04,BV_SH_1926,S16,NA,NA,0,f,2021,124
Last,2021-05-04,BV_SH_1927,S16,19.11,63.49,0,m,2021,124
Last,2021-06-10,BV_SH_1928,T5,13,54.17,0,m,2021,161
Last,2021-05-04,BV_SH_1929,S16,27,67.62,0,f,2021,124
Last,2021-05-04,BV_SH_1930,T1,NA,NA,0,f,2021,124
Last,2021-06-22,BV_SH_1931,T3,21.05,60.74,0,m,2021,173
Last,2021-05-04,BV_SH_1932,T1,NA,NA,0,f,2021,124
Last,2021-05-26,BV_SH_1933,T6,19.75,66.069999999999993,0,m,2021,146
Last,2021-05-04,BV_SH_1934,T1,NA,NA,0,f,2021,124
Last,2021-05-04,BV_SH_1935,T1,NA,NA,0,m,2021,124
Last,2021-05-04,BV_SH_1936,T1,NA,NA,0,f,2021,124
Last,2021-07-07,BV_SH_1937,T4,23.51,61.3,0,m,2021,188
Last,2021-05-04,BV_SH_1938,T2,NA,NA,0,m,2021,124
Last,2021-05-04,BV_SH_1939,T2,NA,NA,0,f,2021,124
Last,2021-06-22,BV_SH_1940,T4,16.510000000000002,55.83,0,m,2021,173
Last,2021-05-04,BV_SH_1941,T3,NA,NA,0,f,2021,124
Last,2021-05-04,BV_SH_1943,T3,NA,NA,0,f,2021,124
Last,2021-05-04,BV_SH_1944,T2,NA,NA,0,m,2021,124
Last,2021-05-04,BV_SH_1945,T2,NA,NA,0,f,2021,124
Last,2021-05-04,BV_SH_1946,T3,NA,NA,0,m,2021,124
Last,2021-05-04,BV_SH_1947,T3,NA,NA,0,f,2021,124
Last,2021-05-10,BV_SH_1948,T5,25.78,68.86,0,m,2021,130
Last,2021-05-04,BV_SH_1949,T2,NA,NA,0,f,2021,124
Last,2021-05-04,BV_SH_1950,T3,26.64,70.52,0,f,2021,124
Last,2021-05-04,BV_SH_1951,T3,23.15,67.09,0,m,2021,124
Last,2021-05-10,BV_SH_1952,T6,30.92,70.47,0,m,2021,130
Last,2021-06-15,BV_SH_1953,T1,18,58.42,0,m,2021,166
Last,2021-05-04,BV_SH_1954,T3,26.3,64.930000000000007,0,m,2021,124
Last,2021-05-10,BV_SH_1955,T4,23.21,64.819999999999993,0,m,2021,130
Last,2021-05-20,BV_SH_1956,T4,16.72,58.3,0,m,2021,140
Last,2021-05-10,BV_SH_1957,T5,14.62,56.76,0,m,2021,130
Last,2021-05-04,BV_SH_1960,T4,34,73.959999999999994,0,m,2021,124
Last,2021-05-04,BV_SH_1961,T4,25.52,65.19,0,m,2021,124
Last,2021-05-10,BV_SH_1962,T1,17,57.8,0,m,2021,130
Last,2021-05-04,BV_SH_1963,T4,15.76,64.22,0,m,2021,124
Last,2021-05-04,BV_SH_1964,T3,19.28,62.14,0,m,2021,124
Last,2021-06-22,BV_SH_1966,T4,14.2,57.76,0,m,2021,173
Last,2021-05-10,BV_SH_1967,T6,23.54,64.59,0,m,2021,130
Last,2021-05-10,BV_SH_1969,T3,19.670000000000002,60.95,0,m,2021,130
Last,2021-05-04,BV_SH_1970,S15,NA,NA,0,m,2021,124
Last,2021-05-04,BV_SH_1971,S15,NA,NA,0,f,2021,124
Last,2021-05-04,BV_SH_1972,S15,NA,NA,0,m,2021,124
Last,2021-05-10,BV_SH_1973,S15,11.32,53.09,0,f,2021,130
Last,2021-05-10,BV_SH_1974,S15,18.48,60.25,0,m,2021,130
Last,2021-05-04,BV_SH_1975,S15,NA,NA,0,f,2021,124
Last,2021-05-04,BV_SH_1976,S15,23.28,56.26,0,f,2021,124
Last,2021-05-10,BV_SH_1977,S15,21.03,58.93,0,m,2021,130
Last,2021-05-04,BV_SH_1978,S16,23.1,67.02,0,m,2021,124
Last,2021-07-16,BV_SH_1979,T,20.7,63,0,m,2021,197
